Depth,Damage,Type,,,,,,,,,,
3.79,1,2,,,,,,,,,,
3.80,1,2,,,,,,,,,,
3.81,1,2,,,,,,,,,,
3.82,1,2,,,,,,,,,,
3.83,1,2,,,,,,,,,,
3.84,1,2,,,,,,,,,,
3.85,1,2,,,,,,,,,,
3.86,1,2,,,,,,,,,,
3.87,1,2,,,,,,,,,,
3.88,1,2,,,,,,,,,,
3.89,1,2,,,,,,,,,,
3.90,1,2,,,,,,,,,,
3.91,1,2,,,,,,,,,,
3.92,1,2,,,,,,,,,,
3.93,1,2,,,,,,,,,,
3.94,1,2,,,,,,,,,,
3.95,1,2,,,,,,,,,,
3.96,1,2,,,,,,,,,,
3.97,1,2,,,,,,,,,,
3.98,1,2,,,,,,,,,,
3.99,1,2,,,,,,,,,,
4.00,1,2,,,,,,,,,,
4.01,1,2,,,,,,,,,,
4.02,1,2,,,,,,,,,,
4.03,1,2,,,,,,,,,,
4.04,1,2,,,,,,,,,,
4.05,1,2,,,,,,,,,,
4.06,1,2,,,,,,,,,,
4.07,1,2,,,,,,,,,,
4.08,1,2,,,,,,,,,,
4.09,1,2,,,,,,,,,,
4.10,1,2,,,,,,,,,,
4.11,1,2,,,,,,,,,,
4.12,1,2,,,,,,,,,,
4.13,1,2,,,,,,,,,,
4.14,1,2,,,,,,,,,,
4.15,1,2,,,,,,,,,,
4.16,1,2,,,,,,,,,,
4.17,1,2,,,,,,,,,,
4.18,1,2,,,,,,,,,,
4.19,1,2,,,,,,,,,,
4.20,1,2,,,,,,,,,,
4.21,1,2,,,,,,,,,,
4.22,1,2,,,,,,,,,,
4.23,1,2,,,,,,,,,,
4.24,1,2,,,,,,,,,,
4.25,1,2,,,,,,,,,,
4.26,1,2,,,,,,,,,,
4.27,1,2,,,,,,,,,,
4.28,1,2,,,,,,,,,,
4.29,1,2,,,,,,,,,,
4.30,1,2,,,,,,,,,,
4.31,1,2,,,,,,,,,,
4.32,1,2,,,,,,,,,,
4.33,1,2,,,,,,,,,,
4.34,1,2,,,,,,,,,,
4.35,1,2,,,,,,,,,,
4.36,1,2,,,,,,,,,,
4.37,1,2,,,,,,,,,,
4.38,1,2,,,,,,,,,,
4.39,1,2,,,,,,,,,,
4.40,1,2,,,,,,,,,,
4.41,1,2,,,,,,,,,,
4.42,1,2,,,,,,,,,,
4.43,1,2,,,,,,,,,,
4.44,1,2,,,,,,,,,,
4.45,1,2,,,,,,,,,,
4.46,1,2,,,,,,,,,,
4.47,1,2,,,,,,,,,,
4.48,1,2,,,,,,,,,,
4.49,1,2,,,,,,,,,,
4.50,1,2,,,,,,,,,,
4.51,1,2,,,,,,,,,,
4.52,1,2,,,,,,,,,,
4.53,1,2,,,,,,,,,,
4.54,1,2,,,,,,,,,,
4.55,1,2,,,,,,,,,,
4.56,1,2,,,,,,,,,,
4.57,1,2,,,,,,,,,,
4.58,1,2,,,,,,,,,,
4.59,1,2,,,,,,,,,,
4.60,1,2,,,,,,,,,,
4.61,1,2,,,,,,,,,,
4.62,1,2,,,,,,,,,,
4.63,1,2,,,,,,,,,,
4.64,1,2,,,,,,,,,,
4.65,1,2,,,,,,,,,,
4.66,1,2,,,,,,,,,,
4.67,1,2,,,,,,,,,,
4.68,1,2,,,,,,,,,,
4.69,1,2,,,,,,,,,,
4.70,1,2,,,,,,,,,,
4.71,1,2,,,,,,,,,,
4.72,1,2,,,,,,,,,,
4.73,1,2,,,,,,,,,,
4.74,1,2,,,,,,,,,,
4.75,1,2,,,,,,,,,,
4.76,1,2,,,,,,,,,,
4.77,1,2,,,,,,,,,,
4.78,1,2,,,,,,,,,,
4.79,1,2,,,,,,,,,,
4.80,1,2,,,,,,,,,,
4.81,1,2,,,,,,,,,,
4.82,1,2,,,,,,,,,,
4.83,1,2,,,,,,,,,,
4.84,1,2,,,,,,,,,,
4.85,1,2,,,,,,,,,,
4.86,1,2,,,,,,,,,,
4.87,1,2,,,,,,,,,,
4.88,1,2,,,,,,,,,,
4.89,1,2,,,,,,,,,,
4.90,1,2,,,,,,,,,,
4.91,1,2,,,,,,,,,,
4.92,1,2,,,,,,,,,,
4.93,1,2,,,,,,,,,,
4.94,1,2,,,,,,,,,,
4.95,1,2,,,,,,,,,,
4.96,1,2,,,,,,,,,,
4.97,1,2,,,,,,,,,,
4.98,1,2,,,,,,,,,,
4.99,1,2,,,,,,,,,,
5.00,1,2,,,,,,,,,,
5.01,1,2,,,,,,,,,,
5.02,1,2,,,,,,,,,,
5.03,1,2,,,,,,,,,,
5.04,1,2,,,,,,,,,,
5.05,1,2,,,,,,,,,,
5.06,1,2,,,,,,,,,,
5.07,1,2,,,,,,,,,,
5.08,1,2,,,,,,,,,,
5.09,1,2,,,,,,,,,,
5.10,1,2,,,,,,,,,,
5.11,1,2,,,,,,,,,,
5.12,1,2,,,,,,,,,,
5.13,1,2,,,,,,,,,,
5.14,1,2,,,,,,,,,,
5.15,1,2,,,,,,,,,,
5.16,1,2,,,,,,,,,,
5.17,1,2,,,,,,,,,,
5.18,1,2,,,,,,,,,,
5.19,1,2,,,,,,,,,,
5.20,1,2,,,,,,,,,,
5.21,1,2,,,,,,,,,,
5.22,1,2,,,,,,,,,,
5.23,1,2,,,,,,,,,,
5.24,1,2,,,,,,,,,,
5.25,1,2,,,,,,,,,,
5.26,1,2,,,,,,,,,,
5.27,1,2,,,,,,,,,,
5.28,1,2,,,,,,,,,,
5.29,1,2,,,,,,,,,,
5.30,1,2,,,,,,,,,,
5.31,1,2,,,,,,,,,,
5.32,1,2,,,,,,,,,,
5.33,1,2,,,,,,,,,,
5.34,1,2,,,,,,,,,,
5.35,1,2,,,,,,,,,,
5.36,1,2,,,,,,,,,,
5.37,1,2,,,,,,,,,,
5.38,1,2,,,,,,,,,,
5.39,1,2,,,,,,,,,,
5.40,1,2,,,,,,,,,,
5.41,1,2,,,,,,,,,,
5.42,1,2,,,,,,,,,,
5.43,1,2,,,,,,,,,,
5.44,1,2,,,,,,,,,,
5.45,1,2,,,,,,,,,,
5.46,1,2,,,,,,,,,,
5.47,1,2,,,,,,,,,,
5.48,1,2,,,,,,,,,,
5.49,1,2,,,,,,,,,,
5.50,1,2,,,,,,,,,,
5.51,1,2,,,,,,,,,,
5.52,1,2,,,,,,,,,,
5.53,1,2,,,,,,,,,,
5.54,1,2,,,,,,,,,,
5.55,1,2,,,,,,,,,,
5.56,1,2,,,,,,,,,,
5.57,1,2,,,,,,,,,,
5.58,1,2,,,,,,,,,,
5.59,1,2,,,,,,,,,,
5.60,1,2,,,,,,,,,,
5.61,1,2,,,,,,,,,,
5.62,1,2,,,,,,,,,,
5.63,1,2,,,,,,,,,,
5.64,1,2,,,,,,,,,,
5.65,1,2,,,,,,,,,,
5.66,1,2,,,,,,,,,,
5.67,1,2,,,,,,,,,,
5.68,1,2,,,,,,,,,,
5.69,1,2,,,,,,,,,,
5.70,1,2,,,,,,,,,,
5.71,1,2,,,,,,,,,,
5.72,1,2,,,,,,,,,,
5.73,1,2,,,,,,,,,,
5.74,1,2,,,,,,,,,,
5.75,1,2,,,,,,,,,,
5.76,1,2,,,,,,,,,,
5.77,1,2,,,,,,,,,,
5.78,1,2,,,,,,,,,,
5.79,1,2,,,,,,,,,,
5.80,1,2,,,,,,,,,,
5.81,1,2,,,,,,,,,,
5.82,1,2,,,,,,,,,,
5.83,1,2,,,,,,,,,,
5.84,1,2,,,,,,,,,,
5.85,1,2,,,,,,,,,,
5.86,1,2,,,,,,,,,,
5.87,1,2,,,,,,,,,,
5.88,1,2,,,,,,,,,,
5.89,1,2,,,,,,,,,,
5.90,1,2,,,,,,,,,,
5.91,1,2,,,,,,,,,,
5.92,1,2,,,,,,,,,,
5.93,1,2,,,,,,,,,,
5.94,1,2,,,,,,,,,,
5.95,1,2,,,,,,,,,,
5.96,1,2,,,,,,,,,,
5.97,1,2,,,,,,,,,,
5.98,1,2,,,,,,,,,,
5.99,1,2,,,,,,,,,,
6.00,1,2,,,,,,,,,,
6.01,1,2,,,,,,,,,,
6.02,1,2,,,,,,,,,,
6.03,1,2,,,,,,,,,,
6.04,1,2,,,,,,,,,,
6.05,1,2,,,,,,,,,,
6.06,1,2,,,,,,,,,,
6.07,1,2,,,,,,,,,,
6.08,1,2,,,,,,,,,,
6.09,1,2,,,,,,,,,,
6.10,1,2,,,,,,,,,,
6.11,1,2,,,,,,,,,,
6.12,1,2,,,,,,,,,,
6.13,1,2,,,,,,,,,,
6.14,1,2,,,,,,,,,,
6.15,1,2,,,,,,,,,,
6.16,1,2,,,,,,,,,,
6.17,1,2,,,,,,,,,,
6.18,1,2,,,,,,,,,,
6.19,1,2,,,,,,,,,,
6.20,1,2,,,,,,,,,,
6.21,1,2,,,,,,,,,,
6.22,1,2,,,,,,,,,,
6.23,1,2,,,,,,,,,,
6.24,1,2,,,,,,,,,,
6.25,1,2,,,,,,,,,,
6.26,1,2,,,,,,,,,,
6.27,1,2,,,,,,,,,,
6.28,1,2,,,,,,,,,,
6.29,1,2,,,,,,,,,,
6.30,1,2,,,,,,,,,,
6.31,1,2,,,,,,,,,,
6.32,1,2,,,,,,,,,,
6.33,1,2,,,,,,,,,,
6.34,1,2,,,,,,,,,,
6.35,1,2,,,,,,,,,,
6.36,1,2,,,,,,,,,,
6.37,1,2,,,,,,,,,,
6.38,1,2,,,,,,,,,,
6.39,1,2,,,,,,,,,,
6.40,1,2,,,,,,,,,,
6.41,1,2,,,,,,,,,,
6.42,1,2,,,,,,,,,,
6.43,1,2,,,,,,,,,,
6.44,1,2,,,,,,,,,,
6.45,1,2,,,,,,,,,,
6.46,1,2,,,,,,,,,,
6.47,1,2,,,,,,,,,,
6.48,1,2,,,,,,,,,,
6.49,1,2,,,,,,,,,,
6.50,1,2,,,,,,,,,,
6.51,1,2,,,,,,,,,,
6.52,1,2,,,,,,,,,,
6.53,1,2,,,,,,,,,,
6.54,1,2,,,,,,,,,,
6.55,1,2,,,,,,,,,,
6.56,1,2,,,,,,,,,,
6.57,1,2,,,,,,,,,,
6.58,1,2,,,,,,,,,,
6.59,1,2,,,,,,,,,,
6.60,1,2,,,,,,,,,,
6.61,1,2,,,,,,,,,,
6.62,1,2,,,,,,,,,,
6.63,1,2,,,,,,,,,,
6.64,1,2,,,,,,,,,,
6.65,1,2,,,,,,,,,,
6.66,1,2,,,,,,,,,,
6.67,1,2,,,,,,,,,,
6.68,1,2,,,,,,,,,,
6.69,1,2,,,,,,,,,,
6.70,1,2,,,,,,,,,,
6.71,1,2,,,,,,,,,,
6.72,1,2,,,,,,,,,,
6.73,1,2,,,,,,,,,,
6.74,1,2,,,,,,,,,,
6.75,1,2,,,,,,,,,,
6.76,1,2,,,,,,,,,,
6.77,1,2,,,,,,,,,,
6.78,1,2,,,,,,,,,,
6.79,1,2,,,,,,,,,,
6.80,1,2,,,,,,,,,,
6.81,1,2,,,,,,,,,,
6.82,1,2,,,,,,,,,,
6.83,1,2,,,,,,,,,,
6.84,1,2,,,,,,,,,,
6.85,1,2,,,,,,,,,,
6.86,1,2,,,,,,,,,,
6.87,1,2,,,,,,,,,,
6.88,1,2,,,,,,,,,,
6.89,1,2,,,,,,,,,,
6.90,1,2,,,,,,,,,,
6.91,1,2,,,,,,,,,,
6.92,1,2,,,,,,,,,,
6.93,1,2,,,,,,,,,,
6.94,1,2,,,,,,,,,,
6.95,1,2,,,,,,,,,,
6.96,1,2,,,,,,,,,,
6.97,1,2,,,,,,,,,,
6.98,1,2,,,,,,,,,,
6.99,1,2,,,,,,,,,,
7.00,1,2,,,,,,,,,,
7.01,1,2,,,,,,,,,,
7.02,1,2,,,,,,,,,,
7.03,1,2,,,,,,,,,,
7.04,1,2,,,,,,,,,,
7.05,1,2,,,,,,,,,,
7.06,1,2,,,,,,,,,,
7.07,1,2,,,,,,,,,,
7.08,1,2,,,,,,,,,,
7.09,1,2,,,,,,,,,,
7.10,1,2,,,,,,,,,,
7.11,1,2,,,,,,,,,,
7.12,1,2,,,,,,,,,,
7.13,1,2,,,,,,,,,,
7.14,1,2,,,,,,,,,,
7.15,1,2,,,,,,,,,,
7.16,1,2,,,,,,,,,,
7.17,1,2,,,,,,,,,,
7.18,1,2,,,,,,,,,,
7.19,1,2,,,,,,,,,,
7.20,1,2,,,,,,,,,,
7.21,1,2,,,,,,,,,,
7.22,1,2,,,,,,,,,,
7.23,1,2,,,,,,,,,,
7.24,1,2,,,,,,,,,,
7.25,1,2,,,,,,,,,,
7.26,1,2,,,,,,,,,,
7.27,1,2,,,,,,,,,,
7.28,1,2,,,,,,,,,,
7.29,1,2,,,,,,,,,,
7.30,1,2,,,,,,,,,,
7.31,1,2,,,,,,,,,,
7.32,1,2,,,,,,,,,,
7.33,1,2,,,,,,,,,,
7.34,1,2,,,,,,,,,,
7.35,1,2,,,,,,,,,,
7.36,1,2,,,,,,,,,,
7.37,1,2,,,,,,,,,,
7.38,1,2,,,,,,,,,,
7.39,1,2,,,,,,,,,,
7.40,1,2,,,,,,,,,,
7.41,1,2,,,,,,,,,,
7.42,1,2,,,,,,,,,,
7.43,1,2,,,,,,,,,,
7.44,1,2,,,,,,,,,,
7.45,1,2,,,,,,,,,,
7.46,1,2,,,,,,,,,,
7.47,1,2,,,,,,,,,,
7.48,1,2,,,,,,,,,,
7.49,1,2,,,,,,,,,,
7.50,1,2,,,,,,,,,,
7.51,1,2,,,,,,,,,,
7.52,1,2,,,,,,,,,,
7.53,1,2,,,,,,,,,,
7.54,1,2,,,,,,,,,,
7.55,1,2,,,,,,,,,,
7.56,1,2,,,,,,,,,,
7.57,1,2,,,,,,,,,,
7.58,1,2,,,,,,,,,,
7.59,1,2,,,,,,,,,,
7.60,1,2,,,,,,,,,,
7.61,1,2,,,,,,,,,,
7.62,1,2,,,,,,,,,,
7.63,1,2,,,,,,,,,,
7.64,1,2,,,,,,,,,,
7.65,1,2,,,,,,,,,,
7.66,1,2,,,,,,,,,,
7.67,1,2,,,,,,,,,,
7.68,1,2,,,,,,,,,,
7.69,1,2,,,,,,,,,,
7.70,1,2,,,,,,,,,,
7.71,1,2,,,,,,,,,,
7.72,1,2,,,,,,,,,,
7.73,1,2,,,,,,,,,,
7.74,1,2,,,,,,,,,,
7.75,1,2,,,,,,,,,,
7.76,1,2,,,,,,,,,,
7.77,1,2,,,,,,,,,,
7.78,1,2,,,,,,,,,,
7.79,1,2,,,,,,,,,,
7.80,1,2,,,,,,,,,,
7.81,1,2,,,,,,,,,,
7.82,1,2,,,,,,,,,,
7.83,1,2,,,,,,,,,,
7.84,1,2,,,,,,,,,,
7.85,1,2,,,,,,,,,,
7.86,1,2,,,,,,,,,,
7.87,1,2,,,,,,,,,,
7.88,1,2,,,,,,,,,,
7.89,1,2,,,,,,,,,,
7.90,1,2,,,,,,,,,,
7.91,1,2,,,,,,,,,,
7.92,1,2,,,,,,,,,,
7.93,1,2,,,,,,,,,,
7.94,1,2,,,,,,,,,,
7.95,1,2,,,,,,,,,,
7.96,1,2,,,,,,,,,,
7.97,1,2,,,,,,,,,,
7.98,1,2,,,,,,,,,,
7.99,1,2,,,,,,,,,,
8.00,1,2,,,,,,,,,,
8.01,1,2,,,,,,,,,,
8.02,1,2,,,,,,,,,,
8.03,1,2,,,,,,,,,,
8.04,1,2,,,,,,,,,,
8.05,1,2,,,,,,,,,,
8.06,1,2,,,,,,,,,,
8.07,1,2,,,,,,,,,,
8.08,1,2,,,,,,,,,,
8.09,1,2,,,,,,,,,,
8.10,1,2,,,,,,,,,,
8.11,1,2,,,,,,,,,,
8.12,1,2,,,,,,,,,,
8.13,1,2,,,,,,,,,,
8.14,1,2,,,,,,,,,,
8.15,1,2,,,,,,,,,,
8.16,1,2,,,,,,,,,,
8.17,1,2,,,,,,,,,,
8.18,1,2,,,,,,,,,,
8.19,1,2,,,,,,,,,,
8.20,1,2,,,,,,,,,,
8.21,1,2,,,,,,,,,,
8.22,1,2,,,,,,,,,,
8.23,1,2,,,,,,,,,,
8.24,1,2,,,,,,,,,,
8.25,1,2,,,,,,,,,,
8.26,1,2,,,,,,,,,,
8.27,1,2,,,,,,,,,,
8.28,1,2,,,,,,,,,,
8.29,1,2,,,,,,,,,,
8.30,1,2,,,,,,,,,,
8.31,1,2,,,,,,,,,,
8.32,1,2,,,,,,,,,,
8.33,1,2,,,,,,,,,,
8.34,1,2,,,,,,,,,,
8.35,1,2,,,,,,,,,,
8.36,1,2,,,,,,,,,,
8.37,1,2,,,,,,,,,,
8.38,1,2,,,,,,,,,,
8.39,1,2,,,,,,,,,,
8.40,1,2,,,,,,,,,,
8.41,1,2,,,,,,,,,,
8.42,1,2,,,,,,,,,,
8.43,1,2,,,,,,,,,,
8.44,1,2,,,,,,,,,,
8.45,1,2,,,,,,,,,,
8.46,1,2,,,,,,,,,,
8.47,1,2,,,,,,,,,,
8.48,1,2,,,,,,,,,,
8.49,1,2,,,,,,,,,,
8.50,1,2,,,,,,,,,,
8.51,1,2,,,,,,,,,,
8.52,1,2,,,,,,,,,,
8.53,1,2,,,,,,,,,,
8.54,1,2,,,,,,,,,,
8.55,1,2,,,,,,,,,,
8.56,1,2,,,,,,,,,,
8.57,1,2,,,,,,,,,,
8.58,1,2,,,,,,,,,,
8.59,1,2,,,,,,,,,,
8.60,1,2,,,,,,,,,,
8.61,1,2,,,,,,,,,,
8.62,1,2,,,,,,,,,,
8.63,1,2,,,,,,,,,,
8.64,1,2,,,,,,,,,,
8.65,1,2,,,,,,,,,,
8.66,1,2,,,,,,,,,,
8.67,1,2,,,,,,,,,,
8.68,1,2,,,,,,,,,,
8.69,1,2,,,,,,,,,,
8.70,1,2,,,,,,,,,,
8.71,1,2,,,,,,,,,,
8.72,1,2,,,,,,,,,,
8.73,1,2,,,,,,,,,,
8.74,1,2,,,,,,,,,,
8.75,1,2,,,,,,,,,,
8.76,1,2,,,,,,,,,,
8.77,1,2,,,,,,,,,,
8.78,1,2,,,,,,,,,,
8.79,1,2,,,,,,,,,,
8.80,1,2,,,,,,,,,,
8.81,1,2,,,,,,,,,,
8.82,1,2,,,,,,,,,,
8.83,1,2,,,,,,,,,,
8.84,1,2,,,,,,,,,,
8.85,1,2,,,,,,,,,,
8.86,1,2,,,,,,,,,,
8.87,1,2,,,,,,,,,,
8.88,1,2,,,,,,,,,,
8.89,1,2,,,,,,,,,,
8.90,1,2,,,,,,,,,,
8.91,1,2,,,,,,,,,,
8.92,1,2,,,,,,,,,,
8.93,1,2,,,,,,,,,,
8.94,1,2,,,,,,,,,,
8.95,1,2,,,,,,,,,,
8.96,1,2,,,,,,,,,,
8.97,1,2,,,,,,,,,,
8.98,1,2,,,,,,,,,,
8.99,1,2,,,,,,,,,,
9.00,1,2,,,,,,,,,,
9.01,1,2,,,,,,,,,,
9.02,1,2,,,,,,,,,,
9.03,1,2,,,,,,,,,,
9.04,1,2,,,,,,,,,,
9.05,1,2,,,,,,,,,,
9.06,1,2,,,,,,,,,,
9.07,1,2,,,,,,,,,,
9.08,1,2,,,,,,,,,,
9.09,1,2,,,,,,,,,,
9.10,1,2,,,,,,,,,,
9.11,1,2,,,,,,,,,,
9.12,1,2,,,,,,,,,,
9.13,1,2,,,,,,,,,,
9.14,1,2,,,,,,,,,,
9.15,1,2,,,,,,,,,,
9.16,1,2,,,,,,,,,,
9.17,1,2,,,,,,,,,,
9.18,1,2,,,,,,,,,,
9.19,1,2,,,,,,,,,,
9.20,1,2,,,,,,,,,,
9.21,1,2,,,,,,,,,,
9.22,1,2,,,,,,,,,,
9.23,1,2,,,,,,,,,,
9.24,1,2,,,,,,,,,,
9.25,1,2,,,,,,,,,,
9.26,1,2,,,,,,,,,,
9.27,1,2,,,,,,,,,,
9.28,1,2,,,,,,,,,,
9.29,1,2,,,,,,,,,,
9.30,1,2,,,,,,,,,,
9.31,1,2,,,,,,,,,,
9.32,1,2,,,,,,,,,,
9.33,1,2,,,,,,,,,,
9.34,1,2,,,,,,,,,,
9.35,1,2,,,,,,,,,,
9.36,1,2,,,,,,,,,,
9.37,1,2,,,,,,,,,,
9.38,1,2,,,,,,,,,,
9.39,1,2,,,,,,,,,,
9.40,1,2,,,,,,,,,,
9.41,1,2,,,,,,,,,,
9.42,1,2,,,,,,,,,,
9.43,1,2,,,,,,,,,,
9.44,1,2,,,,,,,,,,
9.45,1,2,,,,,,,,,,
9.46,1,2,,,,,,,,,,
9.47,1,2,,,,,,,,,,
9.48,1,2,,,,,,,,,,
9.49,1,2,,,,,,,,,,
9.50,1,2,,,,,,,,,,
9.51,1,2,,,,,,,,,,
9.52,1,2,,,,,,,,,,
9.53,1,2,,,,,,,,,,
9.54,1,2,,,,,,,,,,
9.55,1,2,,,,,,,,,,
9.56,1,2,,,,,,,,,,
9.57,1,2,,,,,,,,,,
9.58,1,2,,,,,,,,,,
9.59,1,2,,,,,,,,,,
9.60,1,2,,,,,,,,,,
9.61,1,2,,,,,,,,,,
9.62,1,2,,,,,,,,,,
9.63,1,2,,,,,,,,,,
9.64,1,2,,,,,,,,,,
9.65,1,2,,,,,,,,,,
9.66,1,2,,,,,,,,,,
9.67,1,2,,,,,,,,,,
9.68,1,2,,,,,,,,,,
9.69,1,2,,,,,,,,,,
9.70,1,2,,,,,,,,,,
9.71,1,2,,,,,,,,,,
9.72,1,2,,,,,,,,,,
9.73,1,2,,,,,,,,,,
9.74,1,2,,,,,,,,,,
9.75,1,2,,,,,,,,,,
9.76,1,2,,,,,,,,,,
9.77,1,2,,,,,,,,,,
9.78,1,2,,,,,,,,,,
9.79,1,2,,,,,,,,,,
9.80,1,2,,,,,,,,,,
9.81,1,2,,,,,,,,,,
9.82,1,2,,,,,,,,,,
9.83,1,2,,,,,,,,,,
9.84,1,2,,,,,,,,,,
9.85,1,2,,,,,,,,,,
9.86,1,2,,,,,,,,,,
9.87,1,2,,,,,,,,,,
9.88,1,2,,,,,,,,,,
9.89,1,2,,,,,,,,,,
9.90,1,2,,,,,,,,,,
9.91,1,2,,,,,,,,,,
9.92,1,2,,,,,,,,,,
9.93,1,2,,,,,,,,,,
9.94,1,2,,,,,,,,,,
9.95,1,2,,,,,,,,,,
9.96,1,2,,,,,,,,,,
9.97,1,2,,,,,,,,,,
9.98,1,2,,,,,,,,,,
9.99,1,2,,,,,,,,,,
10.00,1,2,,,,,,,,,,
0.00,0,3,,,,,,,,,,
0.01,0,3,,,,,,,,,,
0.02,0,3,,,,,,,,,,
0.03,0,3,,,,,,,,,,
0.04,0,3,,,,,,,,,,
0.05,0,3,,,,,,,,,,
0.06,0,3,,,,,,,,,,
0.07,0,3,,,,,,,,,,
0.08,0,3,,,,,,,,,,
0.09,0,3,,,,,,,,,,
0.10,0,3,,,,,,,,,,
0.11,0,3,,,,,,,,,,
0.12,0,3,,,,,,,,,,
0.13,0,3,,,,,,,,,,
0.14,0,3,,,,,,,,,,
0.15,0,3,,,,,,,,,,
0.16,0,3,,,,,,,,,,
0.17,0,3,,,,,,,,,,
0.18,0,3,,,,,,,,,,
0.19,0,3,,,,,,,,,,
0.20,0,3,,,,,,,,,,
0.21,0,3,,,,,,,,,,
0.22,0,3,,,,,,,,,,
0.23,0,3,,,,,,,,,,
0.24,0,3,,,,,,,,,,
0.25,0,3,,,,,,,,,,
0.26,0,3,,,,,,,,,,
0.27,0,3,,,,,,,,,,
0.28,0,3,,,,,,,,,,
0.29,0,3,,,,,,,,,,
0.30,0,3,,,,,,,,,,
0.31,0,3,,,,,,,,,,
0.32,0,3,,,,,,,,,,
0.33,0,3,,,,,,,,,,
0.34,0,3,,,,,,,,,,
0.35,0,3,,,,,,,,,,
0.36,0,3,,,,,,,,,,
0.37,0,3,,,,,,,,,,
0.38,0,3,,,,,,,,,,
0.39,0,3,,,,,,,,,,
0.40,0,3,,,,,,,,,,
0.41,0,3,,,,,,,,,,
0.42,0,3,,,,,,,,,,
0.43,0,3,,,,,,,,,,
0.44,0,3,,,,,,,,,,
0.45,0,3,,,,,,,,,,
0.46,0,3,,,,,,,,,,
0.47,0,3,,,,,,,,,,
0.48,0,3,,,,,,,,,,
0.49,0,3,,,,,,,,,,
0.50,0,3,,,,,,,,,,
0.51,0,3,,,,,,,,,,
0.52,0,3,,,,,,,,,,
0.53,0,3,,,,,,,,,,
0.54,0,3,,,,,,,,,,
0.55,0,3,,,,,,,,,,
0.56,0,3,,,,,,,,,,
0.57,0,3,,,,,,,,,,
0.58,0,3,,,,,,,,,,
0.59,0,3,,,,,,,,,,
0.60,0,3,,,,,,,,,,
0.61,0,3,,,,,,,,,,
0.62,0,3,,,,,,,,,,
0.63,0,3,,,,,,,,,,
0.64,0,3,,,,,,,,,,
0.65,0,3,,,,,,,,,,
0.66,0,3,,,,,,,,,,
0.67,0,3,,,,,,,,,,
0.68,0,3,,,,,,,,,,
0.69,0,3,,,,,,,,,,
0.70,0,3,,,,,,,,,,
0.71,0.00016292604487221,3,,,,,,,,,,
0.72,0.000351976213633689,3,,,,,,,,,,
0.73,0.000555365096817904,3,,,,,,,,,,
0.74,0.000773288976003321,3,,,,,,,,,,
0.75,0.00100594413276842,3,,,,,,,,,,
0.76,0.00125352684869166,3,,,,,,,,,,
0.77,0.00151623340535153,3,,,,,,,,,,
0.78,0.00179426008432649,3,,,,,,,,,,
0.79,0.00208780316719501,3,,,,,,,,,,
0.80,0.00239705893553557,3,,,,,,,,,,
0.81,0.00272222367092664,3,,,,,,,,,,
0.82,0.00306349365494669,3,,,,,,,,,,
0.83,0.00342106516917419,3,,,,,,,,,,
0.84,0.00379513449518761,3,,,,,,,,,,
0.85,0.00418589791456544,3,,,,,,,,,,
0.86,0.00459355170888613,3,,,,,,,,,,
0.87,0.00501829215972816,3,,,,,,,,,,
0.88,0.00546031554867,3,,,,,,,,,,
0.89,0.00591981815729013,3,,,,,,,,,,
0.90,0.00639699626716702,3,,,,,,,,,,
0.91,0.00689204615987913,3,,,,,,,,,,
0.92,0.00740516411700494,3,,,,,,,,,,
0.93,0.00793654642012292,3,,,,,,,,,,
0.94,0.00848638935081155,3,,,,,,,,,,
0.95,0.0090548891906493,3,,,,,,,,,,
0.96,0.00964227178176358,3,,,,,,,,,,
0.97,0.0102496204051243,3,,,,,,,,,,
0.98,0.0108789878215853,3,,,,,,,,,,
0.99,0.0115324788667567,3,,,,,,,,,,
1.00,0.0122121983762482,3,,,,,,,,,,
1.01,0.0129202511856698,3,,,,,,,,,,
1.02,0.0140400596650677,3,,,,,,,,,,
1.03,0.0148281543801078,3,,,,,,,,,,
1.04,0.0156519493197126,3,,,,,,,,,,
1.05,0.0165135493194921,3,,,,,,,,,,
1.06,0.0174150592150561,3,,,,,,,,,,
1.07,0.0183585838420146,3,,,,,,,,,,
1.08,0.0193462280359774,3,,,,,,,,,,
1.09,0.0203800966325544,3,,,,,,,,,,
1.10,0.0214622944673556,3,,,,,,,,,,
1.11,0.0225949263759908,3,,,,,,,,,,
1.12,0.02378009719407,3,,,,,,,,,,
1.13,0.0250199117572031,3,,,,,,,,,,
1.14,0.0263164749009999,3,,,,,,,,,,
1.15,0.0276718914610704,3,,,,,,,,,,
1.16,0.0290882662730244,3,,,,,,,,,,
1.17,0.0305677041724719,3,,,,,,,,,,
1.18,0.0321123099950228,3,,,,,,,,,,
1.19,0.0337241885762869,3,,,,,,,,,,
1.20,0.0354054447518742,3,,,,,,,,,,
1.21,0.0371581833573946,3,,,,,,,,,,
1.22,0.0389845092284579,3,,,,,,,,,,
1.23,0.0408865272006742,3,,,,,,,,,,
1.24,0.0428663421096532,3,,,,,,,,,,
1.25,0.0449260587910049,3,,,,,,,,,,
1.26,0.0470677820803392,3,,,,,,,,,,
1.27,0.0492930493950421,3,,,,,,,,,,
1.28,0.0516006587281638,3,,,,,,,,,,
1.29,0.0539885824432637,3,,,,,,,,,,
1.30,0.056454792735238,3,,,,,,,,,,
